Brand,Competitive,Related
Lena,[],[]
Idlewild books,[],[]
Wine & Spirits Market,[],[]
B You Laser Clinic,[],[]
SLT,[],[]
Boran,[],[]
Mille Feuille,[],[]
Metro PCS,[],[]
Bien Cuit,[],[]
Happy Feet,[],[]
Oriental Chinese Restaurant,[],[]
Bona Nail,[],[]
To B Thai,[],[]
Guitar Center,[],['Barneys New York']
Rosa Mexicano,[],[]
China Gourmet,[],[]
NYC Gifts,[],[]
Ben's Pizzeria,[],[]
Shangerila,[],[]
Moko Nail Spa,[],[]
Micro Center,[],['Best Buy']
Wolfnights,[],[]
Agave,[],[]
Morton's The Steakhouse,[],[]
BCD Tofu House,[],[]
Timberland,[],[]
Professional Gynecological Services,[],[]
Rawaj Eyebrow Threading Spa,[],[]
Bella’s Pizza,[],[]
EONS Greek Food For Life,[],[]
Leader Halal Meat,[],[]
Mel's Burger Bar,[],[]
Memories,[],[]
Party World Fashion,[],[]
Hillside Medical Center,[],[]
Kyuramen,[],[]
Tutu School,[],[]
$1.50 Pizza,[],[]
Bonjour Crepes & Wine,[],[]
J's Cleaners,[],[]
Mamajuana Cafe,[],[]
First Central Savings Bank,[],[]
Brooklyn Industries,[],[]
Legend's Pub,[],[]
Trattoria Pesce Pasta,[],[]
Superior Deli,[],[]
East Meets West,[],[]
Karako Suits,[],[]
Thai 101,[],[]
Thrifty,[],[]
La Piazza,[],[]
P.J. Clarke's,[],[]
Mom's Kitchen & Bar,[],[]
Astoria Barbershop,[],[]
All Saints,[],[]
Dream Nail Spa,[],[]
Hempstead Bench Spread,[],[]
Otis & Finn,[],[]
Matsu,[],[]
Astoria Bakery,[],[]
The Capital Grille,[],[]
The Laundry Room,[],[]
Cafe Mocha,[],[]
Chennai Garden,[],[]
Starling Pharmacy,[],[]
Terra,[],[]
Bank of Hope,[],[]
Oval,[],[]
Tacos Morelos,[],[]
Free Public Stargazing,[],[]
International Center of Photography,[],[]
Burly Coffee,[],[]
East Garden,[],[]
Hotel Beacon,[],[]
Chinese Food,[],[]
Benvenuti,[],[]
Betty Bakery,[],[]
New Moon,[],[]
Market Crates,[],[]
Atlantic Bank,[],[]
Fossil,[],['Barneys New York']
Metro Motel,[],[]
Financier Patisserie,[],[]
Carolina Country Store,[],[]
Reading Town,[],[]
Jiffy Lube,[],[]
Sushi Family Express,[],[]
Alpine,[],[]
Doyle's Pub,[],[]
Antique Garage,[],[]
National Bakery,[],[]
Bite,[],[]
New Kam Lai,[],[]
Main Pharmacy,[],[]
CIPRIANI,[],[]
Dekalb Market Hall,[],[]
George's New York,[],[]
Family Dentist,[],[]
Coyote,[],[]
Cosmetic Dentistry Center,[],[]
Michel Cluizel,[],[]
Chinah,[],[]
Forrest Point,[],[]
Angela's Bakery,[],[]
Kingston Hall,[],[]
Nomad,[],[]
Brother's Taverna,[],[]
Petey's Burger,[],[]
Buffet,[],[]
Amy's Bread,[],[]
Lot-Less,[],[]
Delmonico's Kitchen,[],[]
icon 24hr Parking,[],[]
The Juice Shop,[],[]
Zipcar,[],[]
Dominique Ansel Kitchen,[],[]
Dolce & Gabbana,[],[]
Blinds To Go,[],[]
Nan Xiang Xiao Long Bao,[],[]
Manducatis Rustica,[],[]
Yin Traditional Hot Pot,[],[]
Ray-Ban,[],[]
King Size,[],[]
Dumpling Mama,[],[]
Haru Sushi,[],[]
Pomodoro Pizza Feastin,[],[]
Moleskine,[],[]
Gray's Papaya,[],[]
Kinship Coffee,[],[]
Tower West Cleaners,[],[]
Dentistas,[],[]
Tasti D-Lite,[],[]
Donovan's Pub,[],[]
Woodside Cafe,[],[]
Food Emporium,[],[]
The Mill,[],[]
Pueblo Querido,[],[]
Johnny's Pizzeria,[],[]
Cantinflas Mexican Deli,[],[]
Icon,[],[]
Nur,[],[]
Ladurée,[],[]
View Point,[],[]
Susan,[],[]
Pay O Matic,[],[]
Indochino,[],[]
Golden Chopsticks,[],[]
Dante,[],[]
Pink Olive,[],[]
Fatty Daddy Tacos,[],[]
Fine Wine on First,[],[]
Copyland Center,[],[]
Corner Cuts Barber Shop,[],[]
Chenille Cleaners,[],[]
Metro Diner,[],[]
Discreet Plastic Surgery,[],[]
Tenho Ramen,[],[]
Rai Rai Ken,[],[]
Baby Blue Ladies,[],[]
Sovereign Bank,[],[]
Angela's,[],[]
Khao Nom,[],[]
Iglesia Christiana Bethsemani,[],[]
Astoria Cantina,[],[]
Lucy's Vietnamese Kitchen,[],[]
Prospect Kids Academy,[],[]
Dhaka Furniture,[],[]
Ridgewood Andy's Deli,[],[]
Catania Bakery,[],[]
Joe's Fish Market III,[],[]
Fresh Taco,[],[]
Milk & Pull,[],[]
Cafe Moca,[],[]
Capybara,[],[]
Nature's Cure Pharmacy,[],[]
Street Taco,[],[]
Bakery Cafe,[],[]
La Bergamote,[],[]
City Diner,[],[]
US 1 Supermarket,[],[]
Sushi Star,[],[]
La Abundancia,[],[]
Flushing Meadows hotel,[],[]
Brooklyn Wine Exchange,[],[]
Tacos Grand Central,[],[]
Grimaldi's Pizza,[],[]
The Market Place at Kimmel,[],[]
Barn Truck Rental,[],[]
Lenny's Pizza,[],[]
Granyette Wine & Spirits,[],[]
Ridgewood Youthmarket,[],[]
Dermatology Office,[],[]
Bliss Beauty Salon,[],[]
Au Za'atar,[],[]
Ollie's To Go,[],[]
Shamrock,[],[]
Posh,[],[]
Sushi Yu 2,[],[]
Madison St Pizza,[],[]
5 Napkin Burger,[],[]
Fresh Pond Physical Therapy Ridgewood,[],[]
Hong Kong Restaurant,[],[]
Resobox,[],[]
Turkuaz,[],[]
Carlo’s Bakery,[],[]
Chirping Chicken,[],[]
Mole,[],[]
Salvatore Ferragamo,[],[]
The Blarney Stone,[],[]
BLVD Bistro,[],[]
Lillie's,[],[]
Go! Go! Curry,[],[]
Deirdre Maeve's Summer Store,[],[]
Jaiya,[],[]
Lucky Cheng's,[],[]
Cafe Aroma,[],[]
Ferrara,[],[]
See Eyeware,[],[]
Muse,[],[]
Lucky's Famous Burgers,[],[]
Nacho Macho Taco,[],[]
Amaze,[],[]
Thai Son,[],[]
Broadway Wine & Liquor,[],[]
Bamboo Ya,[],[]
Jongro BBQ,[],[]
Audrey Bakery & Cafe,[],[]
Ajisen Ramen,[],[]
Foley's,[],[]
Broadway Hotel & Hostel,[],[]
Madisons,[],[]
Caridad,[],[]
King Tai,[],[]
Xochitl Taqueria,[],[]
Strong Rope Brewery - Red Hook,[],[]
Modern Home Furniture,[],[]
Zwanger-Pesiri Radiology,[],[]
Walker Hotel Tribeca,[],[]
Gallo Nero,[],[]
Guantanamera,[],[]
Main Street Radiology,[],[]
Riviera,[],[]
The Spot,[],[]
Hillside Honda,[],[]
Sitan Gym,[],[]
Huntington Learning Center,[],[]
Dark Horse,[],[]
Juicy Couture,[],[]
Mr. Bao,[],[]
Pine Box Rock Sbop,[],[]
Sophie’s,[],[]
Burrito Blvd,[],[]
New Park Pizza,[],[]
Oracle Playground,[],[]
7 Days,[],[]
Kith,[],[]
Blue Smoke,[],[]
East West Bank,[],[]
John Fluevog,[],[]
Tabare,[],[]
BK Lobster,[],[]
Deep Indian Kitchen,[],[]
Due Fratelli,[],[]
citizenM,[],[]
The GEM Hotel Chelsea,[],[]
Hudson Eatery,[],[]
Astoria Bank,[],[]
New York & Company,[],['Barneys New York']
Sports Authority,[],['Barneys New York']
The Donut Pub,[],[]
Amali,[],[]
Christian Cultural Center,[],[]
Cookshop,[],[]
Henry's,[],[]
Space Market,[],[]
Blind Barber,[],[]
Restrooms,[],[]
Billy's Bakeshop,[],[]
Troost,[],[]
Imagination Playground,[],[]
Sushi Yashin,[],[]
Beyond Sushi,[],[]
IT'SUGAR,[],[]
Bicycle Pro Shop,[],[]
Indika House,[],[]
Salinas,[],[]
Tarallucci e Vino,[],[]
Kuma Inn,[],[]
Murray's Bagels,[],[]
Café Alula,[],[]
Mr. Wonton,[],[]
Bar Goto,[],[]
Los Tacos No.1,[],[]
Tompkins Square Bagels,[],[]
Sbarro,[],"['Pizza Hut', 'Little Caesars', 'BurgerFi', ""Papa John's"", 'California Pizza Kitchen', ""Chuck E. Cheese's"", 'The Counter']"
Greentree Pharmacy,[],[]
Terry's,[],[]
Joe's Pizzeria,[],[]
NBA Store,[],[]
Barneys New York,[],"['RadioShack', 'Sports Authority', 'New York & Company', 'Hollister', ""Carter's"", 'Walgreens', 'Saks Fifth Avenue', 'Banana Republic', 'Family Dollar', ""Men's Wearhouse"", 'Nordstrom Rack', 'GameStop', 'Best Buy', 'JCPenney', 'Bath & Body Works', 'Sally Beauty', ""claire's"", 'GNC', 'Old Navy', ""Macy's"", 'Nike', 'CVS', ""Chico's"", 'Jenny Craig', ""Bloomingdale's"", 'Gap', 'Starbucks Reserve', 'Aeropostale', ""Victoria's Secret"", 'Brooks Brothers', 'Dollar Tree', 'Gymboree', 'Bed Bath & Beyond', 'Guitar Center', 'Forever 21', 'Godiva Chocolatier', 'Aldo', 'Key Food', ""Kohl's"", ""The Children's Place"", 'Under Armour', 'Fossil', 'Mattress Firm', 'Target', ""Lowe's"", 'Urban Outfitters', 'Foot Locker', 'Stop & Shop', 'American Eagle Outfitters', 'Zales', 'Party City']"
Mee Thai,[],[]
Latoue Nail Spa II,[],[]
The Berkshire Bank,[],[]
Garden City Deli,[],[]
Aqua Physical Therapy,[],[]
Chelsea Square Restaurant,[],[]
Under Armour,[],[]
Dough Doughnuts,[],[]
Soon Beauty Lab,[],[]
Brooklyn Heights Laundry,[],[]
Cho Dang Gol,[],[]
New York Burger Co.,[],[]
Hillside Dhaka Pharmacy,[],[]
Ghoroa Sweets & Restaurant,[],[]
St Kilda Coffee,[],[]
Four & Twenty Blackbirds,[],[]
Sushi Tatsu III,[],[]
Cafe Patoro,[],[]
Best Cleaners,[],[]
Dekalb Convenience,[],[]
Sunny Nail & Salon,[],[]
Millennium,[],"['Marriott', 'Hyatt Place', 'Sheraton']"
The Bedford,[],[]
Tikka Indian Grill,[],[]
Park Place Day Care,[],[]
Astoria Bier and Cheese,[],[]
Bagelsmith,[],[]
Saraghina Bakery,[],[]
Genesis Salon,[],[]
Bed-Vyne Brew,[],[]
Dulce Brooklyn,[],[]
New York Doctors Urgent Care,[],[]
2nd Ave Deli,[],[]
Koto Sushi & Steak,[],[]
La Parisienne,[],[]
Wing Hau II,[],[]
Takahachi,[],[]
Playday,[],[]
Yes Cleaners,[],[]
Kearny Bank,[],[]
Bagel World,[],[]
Neergaard Pharmacies,[],[]
Gothic Cabinet Craft,[],[]
Timbuktu,[],[]
Grocery,[],[]
Saturdays,[],[]
Coppola's,[],[]
Gotan,[],[]
Peaches HotHouse,[],[]
Dinosaur Bar-B-Que,[],[]
Wok To Walk,[],[]
G-Star Raw,[],[]
Miss Lily's (Soho),[],[]
No Pork Halal Kitchen,[],[]
Sushiden,[],[]
Prospect Park South Deli Grocery,[],[]
Fox & Jane Salon,[],[]
Greenpoint Wine & Liquor,[],[]
By Chloe,[],[]
Kabir's Bakery,[],[]
Le Bernardin,[],['Red Lobster']
Morton Williams Supermarket,[],[]
NYC Velo,[],[]
Pharmacy Inc,[],[]
The Bowery Hotel,[],[]
Public Restrooms,[],[]
Winter Village,[],[]
Mokja,[],[]
Ever Green Cleaners,[],[]
Terra Blues,[],[]
Gansevoort Market,[],[]
Arts and Crafts Beer Parlor,[],[]
The Garret,[],[]
DXL Men's Apparel,[],[]
Hotel Vetiver,[],[]
The Kati Roll Company,[],[]
Black Fox Coffee Co.,[],[]
Billionaire Boys Club Ice Cream,[],[]
Financier,[],[]
New York Luncheonette,[],[]
Cookie's,[],[]
Cranberry Cafe,[],[]
GoPuff,[],[]
Garden of Eden,[],[]
ATeaz,[],[]
Marcy and Myrtle,[],[]
Pierre Loti,[],[]
Two hands,[],[]
Pace University,[],[]
NYLO New York City,[],[]
Socarrat Paella Bar,[],[]
Solstice,[],[]
Baker Street Pub,[],[]
LA Fitness,[],[]
Mulberry & Vine,[],[]
Fiat Cafe,[],[]
Exit 9,[],[]
Hungry Burrito,[],[]
Wagamama,[],['Wasabi']
Jack's Wife Freda,[],[]
FLorEsta,[],[]
Sugar Sweet Sunshine,[],[]
Chinatown Ice Cream Factory,[],[]
Johny's Luncheonette,[],[]
Brandy Melville,[],[]
Abracadabra,[],[]
Amor y Amargo,[],[]
Flea Market,[],[]
Home Made Taqueria,[],[]
Green Point Deli,[],[]
Troy,[],[]
Lady M Cake Boutique,[],[]
Lulu's,[],[]
NY Grill & Deli,[],[]
Swallow Cafe,[],[]
Penn station 2,[],[]
Austin Ale House,[],[]
Crown Heights Pizza,[],[]
Stop 1 Deli,[],[]
One More Charm,[],[]
Tamashi Ramen,[],[]
Baker's Dozen Bagles,[],[]
Blossom Brows II,[],[]
Slice,[],[]
Milk and Roses,[],[]
& Other Stories,[],[]
Lite Bites & Grill,[],[]
Harry's Shoes for Kids,[],[]
Furry Paws,[],[]
French Roast,[],[]
Topman,[],[]
Lot 2,[],[]
Daniello's,[],[]
Broadway Family Pharmacy,[],[]
Primark,[],[]
Hope,[],[]
Stout NYC - FiDi,[],[]
The Boil,[],[]
Pink,[],[]
Luigi's Pizzeria,[],[]
Papaya Dog,[],[]
Sake Bar Hagi,[],[]
Pastosa Ravioli,[],[]
Oxford Cleaners,[],[]
Frisson Espresso 44,[],[]
Smorgasborg,[],[]
Simon's BBQ,[],[]
Lioni Italian Heroes,[],[]
The Hummus & Pita Co.,[],[]
The Farm on Adderley,[],[]
Joe's Shanghai,[],[]
Summer Salt,[],[]
Bourke Street Bakery,[],[]
The Little One,[],[]
Hell's Kitchen Flea Market,[],[]
Victory State Bank,[],[]
Moe's,[],[]
Sandro,[],[]
Industry,[],[]
Nolita Pizza,[],[]
Winston Preparatory School,[],[]
Cafe Mogador,[],[]
Lucha Lucha,[],[]
Against the Grain Barber Shop,[],[]
BurgerFi,[],"['Little Caesars', 'White Castle', 'Shake Shack', 'Insomnia Cookies', ""Peet's Coffee"", 'Subway', 'Sweetgreen', 'Panda Express', 'Chick-fil-A', 'Jollibee', 'Krispy Kreme', ""Auntie Anne's"", ""Dunkin' Donuts"", 'The Halal Guys', 'Starbucks Reserve', 'Hooters', 'Au Bon Pain', 'Taco Bell', 'Five Guys', 'Baskin-Robbins', 'Cold Stone Creamery', 'Pizza Hut', ""Nathan's"", 'Burger King', 'Sbarro', ""Papa John's"", 'Panera Bread', ""Denny's"", ""Arby's"", ""McDonald's"", 'Boston Market', 'Johnny Rockets', 'Cinnabon', 'Wingstop', 'Checkers', ""Jersey Mike's"", 'The Counter', 'Carvel', 'Charleys Philly Steaks', 'Così', 'The Coffee Bean & Tea Leaf', 'Potbelly', 'Chipotle', 'Smashburger', ""Wendy's"", 'Häagen-Dazs', 'Pinkberry', 'Tim Hortons', ""Ben & Jerry's"", 'Red Mango', 'Qdoba', 'Popeyes', 'KFC', 'IHOP', 'Tropical Smoothie Cafe']"
12 Corners,[],[]
Frank's Pizza,[],[]
Le District,[],[]
Grace Church School,[],[]
New York Costumes,[],[]
The Counter,[],"['Little Caesars', 'White Castle', 'Shake Shack', 'Insomnia Cookies', ""Peet's Coffee"", 'Subway', 'Sweetgreen', 'Panda Express', 'Chick-fil-A', 'Jollibee', 'Krispy Kreme', ""Auntie Anne's"", ""Dunkin' Donuts"", 'The Halal Guys', 'Starbucks Reserve', 'Hooters', 'Au Bon Pain', 'Taco Bell', 'Five Guys', 'Baskin-Robbins', 'Cold Stone Creamery', 'Pizza Hut', ""Nathan's"", 'BurgerFi', 'Burger King', 'Sbarro', ""Papa John's"", 'Panera Bread', ""Denny's"", ""Arby's"", ""McDonald's"", 'Boston Market', 'Johnny Rockets', 'Cinnabon', 'Wingstop', 'Checkers', ""Jersey Mike's"", 'Charleys Philly Steaks', 'Carvel', 'Così', 'The Coffee Bean & Tea Leaf', 'Potbelly', 'Chipotle', 'Smashburger', ""Wendy's"", 'Häagen-Dazs', 'Pinkberry', 'Tim Hortons', ""Ben & Jerry's"", 'Red Mango', 'Qdoba', 'Popeyes', 'KFC', 'IHOP', 'Tropical Smoothie Cafe']"
Aux Merveilleux de Fred,[],[]
Telco,[],[]
Bagels Cafe,[],[]
Canada Goose,[],[]
Mendelsohns Pizza,[],[]
Landau's Supermarket,[],[]
Lee's Restaurant,[],[]
Marche Madison,[],[]
Gyu-Kaku Japanese BBQ,[],[]
Carolina Herrera,[],[]
Saravanaa Bhavan,[],[]
Hart Island Ferry Terminal,[],[]
