Region,Nearby,Similar
Wakefield-Woodlawn_524,"['Williamsbridge-Olinville_11', 'Williamsbridge-Olinville_500', 'Williamsbridge-Olinville_503', 'Williamsbridge-Olinville_506', 'Wakefield-Woodlawn_510', 'Wakefield-Woodlawn_512', 'Wakefield-Woodlawn_514', 'Wakefield-Woodlawn_517', 'Wakefield-Woodlawn_519', 'Wakefield-Woodlawn_520', 'Wakefield-Woodlawn_522', 'Wakefield-Woodlawn_528', 'Wakefield-Woodlawn_529', 'Wakefield-Woodlawn_530', 'Wakefield-Woodlawn_531', 'Eastchester-Edenwald-Baychester_2017']",[]
Prospect Lefferts Gardens-Wingate_525,"['Crown Heights (South)_800', 'Crown Heights (South)_801', 'Crown Heights (South)_802', 'Crown Heights (South)_803', 'Prospect Lefferts Gardens-Wingate_806', 'Prospect Lefferts Gardens-Wingate_1109', 'Prospect Lefferts Gardens-Wingate_1111', 'Prospect Lefferts Gardens-Wingate_1112', 'Prospect Lefferts Gardens-Wingate_1113', 'Prospect Lefferts Gardens-Wingate_1114', 'Prospect Lefferts Gardens-Wingate_2203', 'Crown Heights (South)_2236', 'Prospect Park_2311']","['Soundview-Bruckner-Bronx River_263', 'Park Slope_637', 'Sunset Park (West)_2143', 'Prospect Heights_2276']"
Woodlawn Cemetery_526,"['Williamsbridge-Olinville_11', 'Williamsbridge-Olinville_12', 'Williamsbridge-Olinville_13', 'Williamsbridge-Olinville_479', 'Williamsbridge-Olinville_493', 'Williamsbridge-Olinville_494', 'Williamsbridge-Olinville_506', 'Wakefield-Woodlawn_512', 'Norwood_513', 'Wakefield-Woodlawn_514', 'Norwood_516', 'Norwood_518', 'Norwood_521', 'Norwood_523', 'Van Cortlandt Park_527', 'Wakefield-Woodlawn_532', 'Wakefield-Woodlawn_533', 'Wakefield-Woodlawn_534', 'Wakefield-Woodlawn_535', 'Norwood_2148', 'Norwood_2149', 'Bronx Park_2289']","['Washington Heights (South)_223', 'Morrisania_324', 'East New York-New Lots_1231', 'East New York (North)_1246', 'Tompkinsville-Stapleton-Clifton-Fox Hills_1279', 'Jamaica_1536', 'Corona_1644', 'Far Rockaway-Bayswater_1915', 'South Williamsburg_2112', 'Rosebank-Shore Acres-Park Hill_2150', 'Grasmere-Arrochar-South Beach-Dongan Hills_2239', 'Riverdale-Spuyten Duyvil_2249']"
Van Cortlandt Park_527,"['Kingsbridge Heights-Van Cortlandt Village_424', 'Kingsbridge Heights-Van Cortlandt Village_425', 'Kingsbridge Heights-Van Cortlandt Village_426', 'Kingsbridge-Marble Hill_427', 'Kingsbridge-Marble Hill_429', 'Riverdale-Spuyten Duyvil_432', 'Riverdale-Spuyten Duyvil_459', 'Riverdale-Spuyten Duyvil_461', 'Riverdale-Spuyten Duyvil_463', 'Bedford Park_507', 'Bedford Park_508', 'Bedford Park_509', 'Norwood_513', 'Norwood_516', 'Norwood_518', 'Norwood_523', 'Woodlawn Cemetery_526', 'Wakefield-Woodlawn_532', 'Wakefield-Woodlawn_533', 'Wakefield-Woodlawn_534', 'Wakefield-Woodlawn_535', 'Kingsbridge-Marble Hill_2007', 'Norwood_2149', 'Riverdale-Spuyten Duyvil_2181', 'Riverdale-Spuyten Duyvil_2249']",[]
Wakefield-Woodlawn_528,"['Wakefield-Woodlawn_510', 'Wakefield-Woodlawn_512', 'Wakefield-Woodlawn_514', 'Wakefield-Woodlawn_517', 'Wakefield-Woodlawn_519', 'Wakefield-Woodlawn_520', 'Wakefield-Woodlawn_522', 'Wakefield-Woodlawn_524', 'Wakefield-Woodlawn_529', 'Wakefield-Woodlawn_530', 'Wakefield-Woodlawn_531', 'Eastchester-Edenwald-Baychester_2017']",[]
Wakefield-Woodlawn_529,"['Wakefield-Woodlawn_510', 'Wakefield-Woodlawn_524', 'Wakefield-Woodlawn_528', 'Wakefield-Woodlawn_530']",['Elmhurst_1672']
Wakefield-Woodlawn_530,"['Wakefield-Woodlawn_510', 'Wakefield-Woodlawn_520', 'Wakefield-Woodlawn_522', 'Wakefield-Woodlawn_524', 'Wakefield-Woodlawn_528', 'Wakefield-Woodlawn_529', 'Wakefield-Woodlawn_531', 'Eastchester-Edenwald-Baychester_536', 'Eastchester-Edenwald-Baychester_2017']","['Gravesend (South)_850', 'Claremont Village-Claremont (East)_1350']"
Wakefield-Woodlawn_531,"['Wakefield-Woodlawn_519', 'Wakefield-Woodlawn_520', 'Wakefield-Woodlawn_522', 'Wakefield-Woodlawn_524', 'Wakefield-Woodlawn_528', 'Wakefield-Woodlawn_530', 'Eastchester-Edenwald-Baychester_536', 'Eastchester-Edenwald-Baychester_538', 'Eastchester-Edenwald-Baychester_549', 'Eastchester-Edenwald-Baychester_2017']",[]
Wakefield-Woodlawn_532,"['Woodlawn Cemetery_526', 'Van Cortlandt Park_527', 'Wakefield-Woodlawn_533', 'Wakefield-Woodlawn_534', 'Wakefield-Woodlawn_535']",[]
Wakefield-Woodlawn_533,"['Williamsbridge-Olinville_11', 'Wakefield-Woodlawn_512', 'Woodlawn Cemetery_526', 'Van Cortlandt Park_527', 'Wakefield-Woodlawn_532', 'Wakefield-Woodlawn_534', 'Wakefield-Woodlawn_535']",['East Flatbush-Remsen Village_1151']
Wakefield-Woodlawn_534,"['Williamsbridge-Olinville_11', 'Williamsbridge-Olinville_506', 'Wakefield-Woodlawn_510', 'Wakefield-Woodlawn_512', 'Wakefield-Woodlawn_514', 'Woodlawn Cemetery_526', 'Van Cortlandt Park_527', 'Wakefield-Woodlawn_532', 'Wakefield-Woodlawn_533', 'Wakefield-Woodlawn_535']",[]
Wakefield-Woodlawn_535,"['Williamsbridge-Olinville_11', 'Wakefield-Woodlawn_510', 'Wakefield-Woodlawn_512', 'Wakefield-Woodlawn_514', 'Woodlawn Cemetery_526', 'Van Cortlandt Park_527', 'Wakefield-Woodlawn_532', 'Wakefield-Woodlawn_533', 'Wakefield-Woodlawn_534']","['Kensington_313', 'Crown Heights (North)_835', 'Sheepshead Bay-Manhattan Beach-Gerritsen Beach_1024', 'Flushing-Willets Point_1869', 'Manhattanville-West Harlem_2098', 'Washington Heights (South)_2315']"
Eastchester-Edenwald-Baychester_536,"['Wakefield-Woodlawn_530', 'Wakefield-Woodlawn_531', 'Co-op City_540', 'Eastchester-Edenwald-Baychester_547', 'Eastchester-Edenwald-Baychester_548', 'Eastchester-Edenwald-Baychester_549', 'Pelham Bay Park_550', 'Eastchester-Edenwald-Baychester_2017']",['Crown Heights (North)_820']
South Ozone Park_537,"['South Ozone Park_542', 'South Ozone Park_1446', 'South Ozone Park_1448', 'South Ozone Park_1450', 'South Ozone Park_1453', 'South Richmond Hill_1455', 'South Richmond Hill_1456', 'South Richmond Hill_1464', 'South Richmond Hill_1466', 'Richmond Hill_1468', 'Richmond Hill_1469', 'Richmond Hill_1480', 'Richmond Hill_1482', 'South Richmond Hill_1485', 'South Richmond Hill_1487', 'South Richmond Hill_1491', 'South Richmond Hill_1493', 'South Ozone Park_1496', 'South Ozone Park_1500', 'South Ozone Park_1501', 'South Ozone Park_1503', 'South Ozone Park_1506', 'South Ozone Park_1855', 'South Ozone Park_1864']",[]
Eastchester-Edenwald-Baychester_538,"['Eastchester-Edenwald-Baychester_488', 'Williamsbridge-Olinville_490', 'Williamsbridge-Olinville_496', 'Williamsbridge-Olinville_500', 'Wakefield-Woodlawn_519', 'Wakefield-Woodlawn_520', 'Wakefield-Woodlawn_522', 'Wakefield-Woodlawn_531', 'Eastchester-Edenwald-Baychester_539', 'Eastchester-Edenwald-Baychester_546', 'Eastchester-Edenwald-Baychester_548', 'Eastchester-Edenwald-Baychester_549', 'Eastchester-Edenwald-Baychester_2017', 'Eastchester-Edenwald-Baychester_2264']",[]
Eastchester-Edenwald-Baychester_539,"['Eastchester-Edenwald-Baychester_468', 'Eastchester-Edenwald-Baychester_488', 'Williamsbridge-Olinville_496', 'Williamsbridge-Olinville_500', 'Wakefield-Woodlawn_519', 'Eastchester-Edenwald-Baychester_538', 'Eastchester-Edenwald-Baychester_546', 'Eastchester-Edenwald-Baychester_547', 'Eastchester-Edenwald-Baychester_548', 'Eastchester-Edenwald-Baychester_549', 'Eastchester-Edenwald-Baychester_2017', 'Eastchester-Edenwald-Baychester_2264']",[]
Co-op City_540,"['Co-op City_436', 'Co-op City_437', 'Eastchester-Edenwald-Baychester_536', 'Co-op City_541', 'Co-op City_543', 'Co-op City_544', 'Co-op City_545', 'Eastchester-Edenwald-Baychester_546', 'Eastchester-Edenwald-Baychester_547', 'Eastchester-Edenwald-Baychester_548', 'Pelham Bay Park_550']",[]
Co-op City_541,"['Co-op City_437', 'Co-op City_540', 'Co-op City_543', 'Co-op City_544', 'Co-op City_545', 'Eastchester-Edenwald-Baychester_546', 'Pelham Bay Park_550']",[]
South Ozone Park_542,"['South Ozone Park_537', 'South Ozone Park_1446', 'South Ozone Park_1450', 'South Ozone Park_1453', 'South Richmond Hill_1455', 'South Richmond Hill_1466', 'South Richmond Hill_1491', 'South Richmond Hill_1493', 'South Ozone Park_1496', 'South Ozone Park_1500', 'South Ozone Park_1501', 'South Ozone Park_1503', 'South Ozone Park_1506', 'South Ozone Park_1507', 'South Ozone Park_1508', 'South Ozone Park_1509', 'South Ozone Park_1854', 'South Ozone Park_1855', 'South Ozone Park_1864']",[]
Co-op City_543,"['Co-op City_436', 'Co-op City_437', 'Pelham Gardens_440', 'Eastchester-Edenwald-Baychester_464', 'Co-op City_540', 'Co-op City_541', 'Co-op City_544', 'Co-op City_545', 'Eastchester-Edenwald-Baychester_546', 'Eastchester-Edenwald-Baychester_547', 'Pelham Bay Park_550', 'Eastchester-Edenwald-Baychester_2264', 'Pelham Bay Park_2279', 'Hutchinson Metro Center_2281']",[]
Co-op City_544,"['Co-op City_540', 'Co-op City_541', 'Co-op City_543', 'Co-op City_545', 'Eastchester-Edenwald-Baychester_546', 'Eastchester-Edenwald-Baychester_547', 'Pelham Bay Park_550']",[]
Co-op City_545,"['Eastchester-Edenwald-Baychester_464', 'Co-op City_540', 'Co-op City_541', 'Co-op City_543', 'Co-op City_544', 'Eastchester-Edenwald-Baychester_546', 'Eastchester-Edenwald-Baychester_547', 'Eastchester-Edenwald-Baychester_548', 'Eastchester-Edenwald-Baychester_2264']",[]
Eastchester-Edenwald-Baychester_546,"['Pelham Gardens_440', 'Eastchester-Edenwald-Baychester_464', 'Pelham Gardens_466', 'Eastchester-Edenwald-Baychester_488', 'Eastchester-Edenwald-Baychester_538', 'Eastchester-Edenwald-Baychester_539', 'Co-op City_540', 'Co-op City_541', 'Co-op City_543', 'Co-op City_544', 'Co-op City_545', 'Eastchester-Edenwald-Baychester_547', 'Eastchester-Edenwald-Baychester_548', 'Eastchester-Edenwald-Baychester_549', 'Eastchester-Edenwald-Baychester_2264']",[]
Eastchester-Edenwald-Baychester_547,"['Eastchester-Edenwald-Baychester_488', 'Eastchester-Edenwald-Baychester_536', 'Eastchester-Edenwald-Baychester_539', 'Co-op City_540', 'Co-op City_543', 'Co-op City_544', 'Co-op City_545', 'Eastchester-Edenwald-Baychester_546', 'Eastchester-Edenwald-Baychester_548', 'Eastchester-Edenwald-Baychester_549', 'Pelham Bay Park_550', 'Eastchester-Edenwald-Baychester_2264']",[]
Eastchester-Edenwald-Baychester_548,"['Eastchester-Edenwald-Baychester_488', 'Eastchester-Edenwald-Baychester_536', 'Eastchester-Edenwald-Baychester_538', 'Eastchester-Edenwald-Baychester_539', 'Co-op City_540', 'Co-op City_545', 'Eastchester-Edenwald-Baychester_546', 'Eastchester-Edenwald-Baychester_547', 'Eastchester-Edenwald-Baychester_549', 'Pelham Bay Park_550', 'Eastchester-Edenwald-Baychester_2017', 'Eastchester-Edenwald-Baychester_2264']",[]
Eastchester-Edenwald-Baychester_549,"['Wakefield-Woodlawn_519', 'Wakefield-Woodlawn_520', 'Wakefield-Woodlawn_531', 'Eastchester-Edenwald-Baychester_536', 'Eastchester-Edenwald-Baychester_538', 'Eastchester-Edenwald-Baychester_539', 'Eastchester-Edenwald-Baychester_546', 'Eastchester-Edenwald-Baychester_547', 'Eastchester-Edenwald-Baychester_548', 'Eastchester-Edenwald-Baychester_2017']","['Williamsbridge-Olinville_11', 'Harlem (North)_196', 'Harlem (North)_213', 'Soundview-Clason Point_244', 'Mott Haven-Port Morris_256', 'Hunts Point_302', 'Claremont Park_341', 'Highbridge_365', 'Mount Hope_383', 'Mount Eden-Claremont (West)_388', 'Mount Hope_390', 'Mount Hope_392', 'University Heights (North)-Fordham_412', 'Riverdale-Spuyten Duyvil_439', 'Bay Ridge_649', 'Borough Park_720', 'Lincoln Terrace Park_834', 'Mapleton-Midwood (West)_926', 'Sheepshead Bay-Manhattan Beach-Gerritsen Beach_1027', 'McGuire Fields_1072', 'Flatbush_1091', 'East Flatbush-Farragut_1098', 'East Flatbush-Farragut_1103', 'East Flatbush-Remsen Village_1168', 'Flatlands_1174', 'Canarsie_1188', 'Canarsie Park & Pier_1210', 'Shirley Chisholm State Park_1219', 'Spring Creek-Starrett City_1220', 'East New York (North)_1240', 'East New York (North)_1243', 'East New York (North)_1244', 'East New York-City Line_1262', 'East New York-City Line_1268', 'East New York-City Line_1272', 'St. George-New Brighton_1275', 'West New Brighton-Silver Lake-Grymes Hill_1290', 'West New Brighton-Silver Lake-Grymes Hill_1298', ""Annadale-Huguenot-Prince's Bay-Woodrow_1326"", 'Arden Heights-Rossville_1329', ""Annadale-Huguenot-Prince's Bay-Woodrow_1333"", 'Claremont Village-Claremont (East)_1351', 'Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights_1384', 'South Ozone Park_1442', 'Astoria (North)-Ditmars-Steinway_1443', 'Richmond Hill_1473', 'St. Albans_1639', 'Elmhurst_1664', 'Elmhurst_1670', 'Ridgewood_1724', 'Queens Village_1749', 'Glendale_1783', 'Forest Hills_1825', 'Flushing-Willets Point_1847', 'South Ozone Park_1857', 'Jacob Riis Park-Fort Tilden-Breezy Point Tip_1873', 'Rockaway Community Park_1897', 'Fort Totten_1905', 'Far Rockaway-Bayswater_1912', 'Whitestone-Beechhurst_1916', 'Murray Hill-Broadway Flushing_1918', 'Murray Hill-Broadway Flushing_1919', 'Breezy Point-Belle Harbor-Rockaway Park-Broad Channel_1920', 'Murray Hill-Broadway Flushing_1928', 'East Flushing_1944', 'Cunningham Park_1959', 'University Heights (South)-Morris Heights_2001', 'Bath Beach_2044', 'Douglaston-Little Neck_2059', 'St. Albans_2071', 'St. Albans_2072', 'Prospect Lefferts Gardens-Wingate_2086', 'Highbridge_2096', 'Parkchester_2105', 'Springfield Gardens (South)-Brookville_2163', 'Hunts Point_2172', ""Mariner's Harbor-Arlington-Graniteville_2185"", 'Whitestone-Beechhurst_2220', 'Kew Gardens_2271', 'Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights_2324']"
Pelham Bay Park_550,"['Pelham Bay-Country Club-City Island_423', 'Co-op City_436', 'Co-op City_437', 'Eastchester-Edenwald-Baychester_536', 'Co-op City_540', 'Co-op City_541', 'Co-op City_543', 'Co-op City_544', 'Eastchester-Edenwald-Baychester_547', 'Eastchester-Edenwald-Baychester_548', 'Pelham Bay-Country Club-City Island_551', 'Hart Island_552', 'Pelham Bay Park_2279']",[]
Pelham Bay-Country Club-City Island_551,"['Pelham Bay Park_550', 'Hart Island_552']",[]
Hart Island_552,"['Pelham Bay Park_550', 'Pelham Bay-Country Club-City Island_551']","['The Evergreens Cemetery_877', 'Canarsie_1193']"
Sunset Park (West)_553,"['Sunset Park (West)_561', 'Sunset Park (West)_562', 'Sunset Park (West)_563', 'Sunset Park (West)_605', 'Sunset Park (West)_606', 'Sunset Park (West)_607', 'Sunset Park (West)_608', 'Sunset Park (Central)_610', 'Sunset Park (Central)_611', 'Sunset Park (Central)_617', 'Sunset Park (Central)_618', 'Sunset Park (West)_620', 'Sunset Park (West)_1894', 'Sunset Park (West)_2143', 'Green-Wood Cemetery_2144']",[]
Brooklyn Heights_554,"['Brooklyn Heights_555', 'Brooklyn Heights_556', 'Brooklyn Heights_557', 'Downtown Brooklyn-DUMBO-Boerum Hill_558', 'Downtown Brooklyn-DUMBO-Boerum Hill_564', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_576', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_578', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_579', 'Brooklyn Heights_2009', 'Financial District-Battery Park City_2021', 'Financial District-Battery Park City_2025', 'Financial District-Battery Park City_2029', 'Financial District-Battery Park City_2030', 'The Battery-Governors Island-Ellis Island-Liberty Island_2048', 'Brooklyn Heights_2120', 'Downtown Brooklyn-DUMBO-Boerum Hill_2121']",[]
Brooklyn Heights_555,"['Brooklyn Heights_554', 'Brooklyn Heights_556', 'Brooklyn Heights_557', 'Downtown Brooklyn-DUMBO-Boerum Hill_558', 'Downtown Brooklyn-DUMBO-Boerum Hill_564', 'Downtown Brooklyn-DUMBO-Boerum Hill_574', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_576', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_578', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_579', 'Brooklyn Heights_2009', 'Financial District-Battery Park City_2021', 'Financial District-Battery Park City_2025', 'Financial District-Battery Park City_2029', 'Financial District-Battery Park City_2030', 'The Battery-Governors Island-Ellis Island-Liberty Island_2048', 'Brooklyn Heights_2120', 'Downtown Brooklyn-DUMBO-Boerum Hill_2121']",[]
Brooklyn Heights_556,"['Brooklyn Heights_554', 'Brooklyn Heights_555', 'Brooklyn Heights_557', 'Downtown Brooklyn-DUMBO-Boerum Hill_558', 'Downtown Brooklyn-DUMBO-Boerum Hill_570', 'Downtown Brooklyn-DUMBO-Boerum Hill_574', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_576', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_578', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_579', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_597', 'Downtown Brooklyn-DUMBO-Boerum Hill_599', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_600', 'Brooklyn Heights_2009', 'Financial District-Battery Park City_2021', 'Financial District-Battery Park City_2029', 'The Battery-Governors Island-Ellis Island-Liberty Island_2048', 'Brooklyn Heights_2120', 'Downtown Brooklyn-DUMBO-Boerum Hill_2121']",[]
Brooklyn Heights_557,"['Brooklyn Heights_554', 'Brooklyn Heights_555', 'Brooklyn Heights_556', 'Downtown Brooklyn-DUMBO-Boerum Hill_558', 'Downtown Brooklyn-DUMBO-Boerum Hill_559', 'Downtown Brooklyn-DUMBO-Boerum Hill_560', 'Downtown Brooklyn-DUMBO-Boerum Hill_570', 'Downtown Brooklyn-DUMBO-Boerum Hill_573', 'Downtown Brooklyn-DUMBO-Boerum Hill_574', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_576', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_578', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_579', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_597', 'Downtown Brooklyn-DUMBO-Boerum Hill_599', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_600', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_601', 'Brooklyn Heights_2009', 'Brooklyn Heights_2120', 'Downtown Brooklyn-DUMBO-Boerum Hill_2121']",[]
Downtown Brooklyn-DUMBO-Boerum Hill_558,"['Brooklyn Heights_554', 'Brooklyn Heights_555', 'Brooklyn Heights_556', 'Brooklyn Heights_557', 'Downtown Brooklyn-DUMBO-Boerum Hill_559', 'Downtown Brooklyn-DUMBO-Boerum Hill_560', 'Downtown Brooklyn-DUMBO-Boerum Hill_565', 'Fort Greene_567', 'Downtown Brooklyn-DUMBO-Boerum Hill_570', 'Downtown Brooklyn-DUMBO-Boerum Hill_572', 'Downtown Brooklyn-DUMBO-Boerum Hill_573', 'Downtown Brooklyn-DUMBO-Boerum Hill_574', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_576', 'Brooklyn Heights_2009', 'Fort Greene_2109', 'Fort Greene_2110', 'Brooklyn Heights_2120', 'Downtown Brooklyn-DUMBO-Boerum Hill_2121']","['Lower East Side_19', 'Gramercy_36', 'Greenwich Village_40', 'Gramercy_49', 'Murray Hill-Kips Bay_52', 'Midtown South-Flatiron-Union Square_56', 'Murray Hill-Kips Bay_62', 'Midtown-Times Square_94', 'Midtown-Times Square_100', 'Upper East Side-Yorkville_125', 'Upper East Side-Yorkville_131', 'Concourse-Concourse Village_356', 'Pelham Bay-Country Club-City Island_417', 'Pelham Bay-Country Club-City Island_423', 'Pelham Gardens_466', 'Tremont_470', 'Downtown Brooklyn-DUMBO-Boerum Hill_564', 'Fort Greene_567', 'Bay Ridge_596', 'Downtown Brooklyn-DUMBO-Boerum Hill_599', 'Sunset Park (East)-Borough Park (West)_627', 'Park Slope_637', 'Bensonhurst_685', 'Bedford-Stuyvesant (West)_725', 'Crown Heights (South)_822', 'Bushwick (West)_897', 'Williamsburg_993', 'Madison_1003', 'Madison_1012', 'Sheepshead Bay-Manhattan Beach-Gerritsen Beach_1035', 'East Flatbush-Rugby_1137', 'East Flatbush-Rugby_1139', 'Canarsie_1178', 'Canarsie_1200', 'Mott Haven-Port Morris_1212', 'Ozone Park_1374', 'Richmond Hill_1404', 'Ridgewood_1731', 'Glendale_1745', 'Cambria Heights_1761', 'Rego Park_1822', 'Longwood_2000', 'East Village_2018', 'Financial District-Battery Park City_2030', 'Park Slope_2209', 'Grasmere-Arrochar-South Beach-Dongan Hills_2240']"
Downtown Brooklyn-DUMBO-Boerum Hill_559,"['Brooklyn Heights_557', 'Downtown Brooklyn-DUMBO-Boerum Hill_558', 'Downtown Brooklyn-DUMBO-Boerum Hill_560', 'Downtown Brooklyn-DUMBO-Boerum Hill_564', 'Downtown Brooklyn-DUMBO-Boerum Hill_565', 'Fort Greene_566', 'Fort Greene_567', 'Downtown Brooklyn-DUMBO-Boerum Hill_570', 'Fort Greene_684', 'Fort Greene_707', 'Brooklyn Navy Yard_985', 'Fort Greene_2109', 'Fort Greene_2110', 'Downtown Brooklyn-DUMBO-Boerum Hill_2121']",[]
Downtown Brooklyn-DUMBO-Boerum Hill_560,"['Brooklyn Heights_557', 'Downtown Brooklyn-DUMBO-Boerum Hill_558', 'Downtown Brooklyn-DUMBO-Boerum Hill_559', 'Downtown Brooklyn-DUMBO-Boerum Hill_565', 'Fort Greene_566', 'Fort Greene_567', 'Fort Greene_568', 'Downtown Brooklyn-DUMBO-Boerum Hill_570', 'Downtown Brooklyn-DUMBO-Boerum Hill_572', 'Downtown Brooklyn-DUMBO-Boerum Hill_573', 'Downtown Brooklyn-DUMBO-Boerum Hill_574', 'Fort Greene_707', 'Brooklyn Navy Yard_985', 'Fort Greene_2109', 'Fort Greene_2110', 'Downtown Brooklyn-DUMBO-Boerum Hill_2121']",[]
Sunset Park (West)_561,"['Sunset Park (West)_553', 'Sunset Park (West)_562', 'Sunset Park (West)_563', 'Sunset Park (West)_607', 'Sunset Park (West)_608', 'Sunset Park (Central)_611', 'Sunset Park (West)_620', 'Sunset Park (West)_651', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_1067', 'Sunset Park (West)_1894', 'Sunset Park (West)_2143', 'Green-Wood Cemetery_2144']",[]
